Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on CrazySin with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 17691.385 | lengthscale: 0.990 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 14352.365 | lengthscale: 0.895 | outputscale: 1.117 | noise: 0.223
Iter  20 | Loss: 11654.024 | lengthscale: 0.804 | outputscale: 1.241 | noise: 0.245
Iter  30 | Loss: 9161.328 | lengthscale: 0.711 | outputscale: 1.397 | noise: 0.267
Iter  40 | Loss: 5941.469 | lengthscale: 0.618 | outputscale: 1.603 | noise: 0.287
Iter  50 | Loss: 3859.270 | lengthscale: 0.541 | outputscale: 1.832 | noise: 0.303
Iter  60 | Loss: 2944.618 | lengthscale: 0.489 | outputscale: 2.027 | noise: 0.315
Iter  70 | Loss: 1689.318 | lengthscale: 0.441 | outputscale: 2.229 | noise: 0.323
Iter  80 | Loss:  381.905 | lengthscale: 0.393 | outputscale: 2.478 | noise: 0.327
Iter  90 | Loss:   28.247 | lengthscale: 0.363 | outputscale: 2.684 | noise: 0.327
Iter 100 | Loss:  -53.330 | lengthscale: 0.347 | outputscale: 2.811 | noise: 0.325
Iter 110 | Loss:  -86.992 | lengthscale: 0.339 | outputscale: 2.887 | noise: 0.323
Iter 120 | Loss: -109.079 | lengthscale: 0.334 | outputscale: 2.937 | noise: 0.320
Iter 130 | Loss: -127.588 | lengthscale: 0.331 | outputscale: 2.974 | noise: 0.317
Iter 140 | Loss: -144.842 | lengthscale: 0.328 | outputscale: 3.004 | noise: 0.314
Iter 150 | Loss: -161.664 | lengthscale: 0.326 | outputscale: 3.030 | noise: 0.310
Iter 160 | Loss: -178.364 | lengthscale: 0.324 | outputscale: 3.054 | noise: 0.307
Iter 170 | Loss: -195.090 | lengthscale: 0.323 | outputscale: 3.076 | noise: 0.303
Iter 180 | Loss: -211.906 | lengthscale: 0.321 | outputscale: 3.097 | noise: 0.300
Iter 190 | Loss: -228.863 | lengthscale: 0.320 | outputscale: 3.116 | noise: 0.296
Iter 200 | Loss: -245.976 | lengthscale: 0.318 | outputscale: 3.135 | noise: 0.293
Iter 210 | Loss: -263.259 | lengthscale: 0.317 | outputscale: 3.152 | noise: 0.289
Iter 220 | Loss: -280.717 | lengthscale: 0.316 | outputscale: 3.169 | noise: 0.285
Iter 230 | Loss: -298.348 | lengthscale: 0.314 | outputscale: 3.185 | noise: 0.282
Iter 240 | Loss: -316.167 | lengthscale: 0.313 | outputscale: 3.200 | noise: 0.278
Iter 250 | Loss: -334.144 | lengthscale: 0.312 | outputscale: 3.214 | noise: 0.274
Iter 260 | Loss: -352.303 | lengthscale: 0.311 | outputscale: 3.227 | noise: 0.270
Iter 270 | Loss: -370.609 | lengthscale: 0.310 | outputscale: 3.240 | noise: 0.267
Iter 280 | Loss: -389.063 | lengthscale: 0.309 | outputscale: 3.252 | noise: 0.263
Iter 290 | Loss: -407.657 | lengthscale: 0.309 | outputscale: 3.263 | noise: 0.259
Iter 300 | Loss: -426.370 | lengthscale: 0.308 | outputscale: 3.274 | noise: 0.255
Iter 310 | Loss: -445.199 | lengthscale: 0.307 | outputscale: 3.284 | noise: 0.251
Iter 320 | Loss: -464.131 | lengthscale: 0.306 | outputscale: 3.293 | noise: 0.248
Iter 330 | Loss: -483.132 | lengthscale: 0.306 | outputscale: 3.302 | noise: 0.244
Iter 340 | Loss: -502.213 | lengthscale: 0.305 | outputscale: 3.311 | noise: 0.240
Iter 350 | Loss: -521.332 | lengthscale: 0.304 | outputscale: 3.319 | noise: 0.236
Iter 360 | Loss: -540.487 | lengthscale: 0.304 | outputscale: 3.326 | noise: 0.233
Iter 370 | Loss: -559.655 | lengthscale: 0.303 | outputscale: 3.334 | noise: 0.229
Iter 380 | Loss: -578.826 | lengthscale: 0.302 | outputscale: 3.340 | noise: 0.225
Iter 390 | Loss: -597.973 | lengthscale: 0.302 | outputscale: 3.346 | noise: 0.222
Iter 400 | Loss: -617.074 | lengthscale: 0.301 | outputscale: 3.352 | noise: 0.218
Iter 410 | Loss: -636.114 | lengthscale: 0.301 | outputscale: 3.357 | noise: 0.215
Iter 420 | Loss: -655.089 | lengthscale: 0.300 | outputscale: 3.362 | noise: 0.211
Iter 430 | Loss: -673.949 | lengthscale: 0.300 | outputscale: 3.367 | noise: 0.208
Iter 440 | Loss: -692.683 | lengthscale: 0.300 | outputscale: 3.371 | noise: 0.204
Iter 450 | Loss: -711.278 | lengthscale: 0.299 | outputscale: 3.375 | noise: 0.201
Iter 460 | Loss: -729.705 | lengthscale: 0.299 | outputscale: 3.379 | noise: 0.197
Iter 470 | Loss: -747.951 | lengthscale: 0.298 | outputscale: 3.382 | noise: 0.194
Iter 480 | Loss: -765.993 | lengthscale: 0.298 | outputscale: 3.385 | noise: 0.191
Iter 490 | Loss: -783.791 | lengthscale: 0.298 | outputscale: 3.387 | noise: 0.188
Iter 500 | Loss: -801.348 | lengthscale: 0.297 | outputscale: 3.390 | noise: 0.185
Iter 510 | Loss: -818.646 | lengthscale: 0.297 | outputscale: 3.392 | noise: 0.181
Iter 520 | Loss: -835.641 | lengthscale: 0.297 | outputscale: 3.394 | noise: 0.178
Iter 530 | Loss: -852.312 | lengthscale: 0.296 | outputscale: 3.395 | noise: 0.175
Iter 540 | Loss: -868.650 | lengthscale: 0.296 | outputscale: 3.396 | noise: 0.173
Iter 550 | Loss: -884.646 | lengthscale: 0.296 | outputscale: 3.397 | noise: 0.170
Iter 560 | Loss: -900.260 | lengthscale: 0.296 | outputscale: 3.398 | noise: 0.167
Iter 570 | Loss: -915.504 | lengthscale: 0.295 | outputscale: 3.399 | noise: 0.164
Iter 580 | Loss: -930.330 | lengthscale: 0.295 | outputscale: 3.399 | noise: 0.162
Iter 590 | Loss: -944.735 | lengthscale: 0.295 | outputscale: 3.399 | noise: 0.159
Iter 600 | Loss: -958.682 | lengthscale: 0.295 | outputscale: 3.399 | noise: 0.157
Iter 610 | Loss: -972.213 | lengthscale: 0.294 | outputscale: 3.399 | noise: 0.154
Iter 620 | Loss: -985.252 | lengthscale: 0.294 | outputscale: 3.399 | noise: 0.152
Iter 630 | Loss: -997.827 | lengthscale: 0.294 | outputscale: 3.398 | noise: 0.149
Iter 640 | Loss: -1009.944 | lengthscale: 0.294 | outputscale: 3.397 | noise: 0.147
Iter 650 | Loss: -1021.509 | lengthscale: 0.294 | outputscale: 3.396 | noise: 0.145
Iter 660 | Loss: -1032.607 | lengthscale: 0.294 | outputscale: 3.395 | noise: 0.143
Iter 670 | Loss: -1043.256 | lengthscale: 0.293 | outputscale: 3.394 | noise: 0.141
Iter 680 | Loss: -1053.391 | lengthscale: 0.293 | outputscale: 3.392 | noise: 0.139
Iter 690 | Loss: -1062.979 | lengthscale: 0.293 | outputscale: 3.391 | noise: 0.137
Iter 700 | Loss: -1072.076 | lengthscale: 0.293 | outputscale: 3.389 | noise: 0.135
Iter 710 | Loss: -1080.675 | lengthscale: 0.293 | outputscale: 3.387 | noise: 0.133
