Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on Friedman with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 2769.249 | lengthscale: 1.010 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 2666.317 | lengthscale: 1.116 | outputscale: 1.113 | noise: 0.223
Iter  20 | Loss: 2612.393 | lengthscale: 1.232 | outputscale: 1.212 | noise: 0.242
Iter  30 | Loss: 2589.543 | lengthscale: 1.361 | outputscale: 1.290 | noise: 0.257
Iter  40 | Loss: 2579.044 | lengthscale: 1.513 | outputscale: 1.338 | noise: 0.265
Iter  50 | Loss: 2568.538 | lengthscale: 1.700 | outputscale: 1.356 | noise: 0.265
Iter  60 | Loss: 2551.676 | lengthscale: 1.938 | outputscale: 1.352 | noise: 0.261
Iter  70 | Loss: 2523.655 | lengthscale: 2.249 | outputscale: 1.336 | noise: 0.252
Iter  80 | Loss: 2477.744 | lengthscale: 2.654 | outputscale: 1.314 | noise: 0.240
Iter  90 | Loss: 2404.672 | lengthscale: 3.179 | outputscale: 1.286 | noise: 0.224
Iter 100 | Loss: 2294.007 | lengthscale: 3.851 | outputscale: 1.248 | noise: 0.206
Iter 110 | Loss: 2137.078 | lengthscale: 4.698 | outputscale: 1.196 | noise: 0.185
Iter 120 | Loss: 1934.201 | lengthscale: 5.750 | outputscale: 1.130 | noise: 0.167
Iter 130 | Loss: 1704.861 | lengthscale: 7.021 | outputscale: 1.057 | noise: 0.157
Iter 140 | Loss: 1481.664 | lengthscale: 8.488 | outputscale: 0.987 | noise: 0.168
Iter 150 | Loss: 1272.959 | lengthscale: 10.113 | outputscale: 0.928 | noise: 0.204
Iter 160 | Loss: 1093.779 | lengthscale: 11.894 | outputscale: 0.876 | noise: 0.240
Iter 170 | Loss:  951.016 | lengthscale: 13.788 | outputscale: 0.833 | noise: 0.243
Iter 180 | Loss:  839.482 | lengthscale: 15.725 | outputscale: 0.799 | noise: 0.247
Iter 190 | Loss:  751.187 | lengthscale: 17.679 | outputscale: 0.774 | noise: 0.256
Iter 200 | Loss:  680.492 | lengthscale: 19.644 | outputscale: 0.755 | noise: 0.255
Iter 210 | Loss:  623.110 | lengthscale: 21.609 | outputscale: 0.741 | noise: 0.259
Iter 220 | Loss:  576.002 | lengthscale: 23.569 | outputscale: 0.729 | noise: 0.259
Iter 230 | Loss:  537.065 | lengthscale: 25.517 | outputscale: 0.721 | noise: 0.261
Iter 240 | Loss:  504.651 | lengthscale: 27.448 | outputscale: 0.714 | noise: 0.261
Iter 250 | Loss:  477.382 | lengthscale: 29.360 | outputscale: 0.709 | noise: 0.262
Iter 260 | Loss:  454.176 | lengthscale: 31.252 | outputscale: 0.705 | noise: 0.262
Iter 270 | Loss:  434.266 | lengthscale: 33.126 | outputscale: 0.702 | noise: 0.263
Iter 280 | Loss:  417.134 | lengthscale: 34.978 | outputscale: 0.699 | noise: 0.263
Iter 290 | Loss:  402.386 | lengthscale: 36.805 | outputscale: 0.698 | noise: 0.263
Iter 300 | Loss:  389.677 | lengthscale: 38.601 | outputscale: 0.697 | noise: 0.264
Iter 310 | Loss:  378.678 | lengthscale: 40.362 | outputscale: 0.698 | noise: 0.264
Iter 320 | Loss:  369.094 | lengthscale: 42.090 | outputscale: 0.698 | noise: 0.264
Iter 330 | Loss:  360.672 | lengthscale: 43.787 | outputscale: 0.699 | noise: 0.265
Iter 340 | Loss:  353.203 | lengthscale: 45.457 | outputscale: 0.701 | noise: 0.265
Iter 350 | Loss:  346.521 | lengthscale: 47.104 | outputscale: 0.703 | noise: 0.265
Iter 360 | Loss:  340.490 | lengthscale: 48.733 | outputscale: 0.705 | noise: 0.265
Iter 370 | Loss:  334.998 | lengthscale: 50.348 | outputscale: 0.708 | noise: 0.266
Iter 380 | Loss:  329.947 | lengthscale: 51.955 | outputscale: 0.710 | noise: 0.266
Iter 390 | Loss:  325.255 | lengthscale: 53.561 | outputscale: 0.713 | noise: 0.266
Iter 400 | Loss:  320.847 | lengthscale: 55.172 | outputscale: 0.715 | noise: 0.266
Iter 410 | Loss:  316.660 | lengthscale: 56.797 | outputscale: 0.718 | noise: 0.267
Iter 420 | Loss:  312.640 | lengthscale: 58.443 | outputscale: 0.720 | noise: 0.267
Iter 430 | Loss:  308.751 | lengthscale: 60.118 | outputscale: 0.723 | noise: 0.267
Iter 440 | Loss:  304.974 | lengthscale: 61.825 | outputscale: 0.725 | noise: 0.267
Iter 450 | Loss:  301.306 | lengthscale: 63.567 | outputscale: 0.728 | noise: 0.267
Iter 460 | Loss:  297.756 | lengthscale: 65.341 | outputscale: 0.730 | noise: 0.267
Iter 470 | Loss:  294.338 | lengthscale: 67.142 | outputscale: 0.732 | noise: 0.268
Iter 480 | Loss:  291.062 | lengthscale: 68.967 | outputscale: 0.735 | noise: 0.268
Iter 490 | Loss:  287.939 | lengthscale: 70.809 | outputscale: 0.737 | noise: 0.268
Iter 500 | Loss:  284.971 | lengthscale: 72.664 | outputscale: 0.740 | noise: 0.268
Iter 510 | Loss:  282.156 | lengthscale: 74.528 | outputscale: 0.742 | noise: 0.268
Iter 520 | Loss:  279.485 | lengthscale: 76.400 | outputscale: 0.745 | noise: 0.268
Iter 530 | Loss:  276.945 | lengthscale: 78.281 | outputscale: 0.748 | noise: 0.268
Iter 540 | Loss:  274.522 | lengthscale: 80.171 | outputscale: 0.751 | noise: 0.268
Iter 550 | Loss:  272.201 | lengthscale: 82.074 | outputscale: 0.754 | noise: 0.268
Iter 560 | Loss:  269.969 | lengthscale: 83.993 | outputscale: 0.757 | noise: 0.268
Iter 570 | Loss:  267.815 | lengthscale: 85.931 | outputscale: 0.760 | noise: 0.268
Iter 580 | Loss:  265.733 | lengthscale: 87.890 | outputscale: 0.763 | noise: 0.268
Iter 590 | Loss:  263.717 | lengthscale: 89.871 | outputscale: 0.766 | noise: 0.269
Iter 600 | Loss:  261.769 | lengthscale: 91.874 | outputscale: 0.769 | noise: 0.269
Iter 610 | Loss:  259.887 | lengthscale: 93.895 | outputscale: 0.772 | noise: 0.269
Iter 620 | Loss:  258.078 | lengthscale: 95.933 | outputscale: 0.775 | noise: 0.269
Iter 630 | Loss:  256.342 | lengthscale: 97.983 | outputscale: 0.778 | noise: 0.269
Iter 640 | Loss:  254.686 | lengthscale: 100.039 | outputscale: 0.781 | noise: 0.269
Iter 650 | Loss:  253.109 | lengthscale: 102.098 | outputscale: 0.784 | noise: 0.269
Iter 660 | Loss:  251.615 | lengthscale: 104.154 | outputscale: 0.787 | noise: 0.269
