Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on CrazySin with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 17103.781 | lengthscale: 0.990 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 13870.134 | lengthscale: 0.896 | outputscale: 1.116 | noise: 0.223
Iter  20 | Loss: 11250.197 | lengthscale: 0.804 | outputscale: 1.240 | noise: 0.245
Iter  30 | Loss: 8854.186 | lengthscale: 0.712 | outputscale: 1.395 | noise: 0.267
Iter  40 | Loss: 5792.374 | lengthscale: 0.619 | outputscale: 1.600 | noise: 0.287
Iter  50 | Loss: 3705.843 | lengthscale: 0.540 | outputscale: 1.831 | noise: 0.303
Iter  60 | Loss: 2797.910 | lengthscale: 0.488 | outputscale: 2.030 | noise: 0.315
Iter  70 | Loss: 1602.788 | lengthscale: 0.440 | outputscale: 2.231 | noise: 0.323
Iter  80 | Loss:  355.068 | lengthscale: 0.392 | outputscale: 2.477 | noise: 0.327
Iter  90 | Loss:   16.518 | lengthscale: 0.362 | outputscale: 2.680 | noise: 0.326
Iter 100 | Loss:  -62.827 | lengthscale: 0.346 | outputscale: 2.805 | noise: 0.325
Iter 110 | Loss:  -96.331 | lengthscale: 0.338 | outputscale: 2.881 | noise: 0.322
Iter 120 | Loss: -118.746 | lengthscale: 0.333 | outputscale: 2.930 | noise: 0.319
Iter 130 | Loss: -137.752 | lengthscale: 0.330 | outputscale: 2.966 | noise: 0.316
Iter 140 | Loss: -155.587 | lengthscale: 0.327 | outputscale: 2.996 | noise: 0.312
Iter 150 | Loss: -173.032 | lengthscale: 0.325 | outputscale: 3.022 | noise: 0.309
Iter 160 | Loss: -190.394 | lengthscale: 0.323 | outputscale: 3.045 | noise: 0.305
Iter 170 | Loss: -207.810 | lengthscale: 0.322 | outputscale: 3.067 | noise: 0.302
Iter 180 | Loss: -225.351 | lengthscale: 0.320 | outputscale: 3.088 | noise: 0.298
Iter 190 | Loss: -243.049 | lengthscale: 0.318 | outputscale: 3.107 | noise: 0.294
Iter 200 | Loss: -260.925 | lengthscale: 0.317 | outputscale: 3.125 | noise: 0.291
Iter 210 | Loss: -278.995 | lengthscale: 0.316 | outputscale: 3.142 | noise: 0.287
Iter 220 | Loss: -297.259 | lengthscale: 0.314 | outputscale: 3.159 | noise: 0.283
Iter 230 | Loss: -315.722 | lengthscale: 0.313 | outputscale: 3.174 | noise: 0.279
Iter 240 | Loss: -334.376 | lengthscale: 0.312 | outputscale: 3.189 | noise: 0.275
Iter 250 | Loss: -353.213 | lengthscale: 0.311 | outputscale: 3.202 | noise: 0.272
Iter 260 | Loss: -372.240 | lengthscale: 0.310 | outputscale: 3.215 | noise: 0.268
Iter 270 | Loss: -391.433 | lengthscale: 0.309 | outputscale: 3.228 | noise: 0.264
Iter 280 | Loss: -410.779 | lengthscale: 0.308 | outputscale: 3.239 | noise: 0.260
Iter 290 | Loss: -430.277 | lengthscale: 0.307 | outputscale: 3.250 | noise: 0.256
Iter 300 | Loss: -449.920 | lengthscale: 0.307 | outputscale: 3.261 | noise: 0.252
Iter 310 | Loss: -469.667 | lengthscale: 0.306 | outputscale: 3.270 | noise: 0.248
Iter 320 | Loss: -489.521 | lengthscale: 0.305 | outputscale: 3.280 | noise: 0.244
Iter 330 | Loss: -509.479 | lengthscale: 0.304 | outputscale: 3.288 | noise: 0.240
Iter 340 | Loss: -529.488 | lengthscale: 0.304 | outputscale: 3.296 | noise: 0.236
Iter 350 | Loss: -549.557 | lengthscale: 0.303 | outputscale: 3.304 | noise: 0.233
Iter 360 | Loss: -569.672 | lengthscale: 0.302 | outputscale: 3.311 | noise: 0.229
Iter 370 | Loss: -589.790 | lengthscale: 0.302 | outputscale: 3.318 | noise: 0.225
Iter 380 | Loss: -609.909 | lengthscale: 0.301 | outputscale: 3.324 | noise: 0.221
