Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on Friedman with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 2744.481 | lengthscale: 1.010 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 2645.579 | lengthscale: 1.116 | outputscale: 1.113 | noise: 0.223
Iter  20 | Loss: 2594.636 | lengthscale: 1.232 | outputscale: 1.211 | noise: 0.242
Iter  30 | Loss: 2573.491 | lengthscale: 1.362 | outputscale: 1.288 | noise: 0.255
Iter  40 | Loss: 2563.387 | lengthscale: 1.516 | outputscale: 1.333 | noise: 0.261
Iter  50 | Loss: 2552.354 | lengthscale: 1.706 | outputscale: 1.348 | noise: 0.259
Iter  60 | Loss: 2534.688 | lengthscale: 1.946 | outputscale: 1.342 | noise: 0.251
Iter  70 | Loss: 2506.221 | lengthscale: 2.257 | outputscale: 1.324 | noise: 0.240
Iter  80 | Loss: 2460.555 | lengthscale: 2.661 | outputscale: 1.302 | noise: 0.225
Iter  90 | Loss: 2387.766 | lengthscale: 3.184 | outputscale: 1.274 | noise: 0.208
Iter 100 | Loss: 2276.008 | lengthscale: 3.857 | outputscale: 1.236 | noise: 0.189
Iter 110 | Loss: 2115.965 | lengthscale: 4.708 | outputscale: 1.183 | noise: 0.169
Iter 120 | Loss: 1907.131 | lengthscale: 5.766 | outputscale: 1.115 | noise: 0.151
Iter 130 | Loss: 1669.016 | lengthscale: 7.047 | outputscale: 1.038 | noise: 0.139
Iter 140 | Loss: 1442.603 | lengthscale: 8.524 | outputscale: 0.968 | noise: 0.146
Iter 150 | Loss: 1247.818 | lengthscale: 10.122 | outputscale: 0.914 | noise: 0.177
Iter 160 | Loss: 1088.284 | lengthscale: 11.801 | outputscale: 0.873 | noise: 0.217
Iter 170 | Loss:  965.310 | lengthscale: 13.560 | outputscale: 0.839 | noise: 0.240
Iter 180 | Loss:  865.906 | lengthscale: 15.373 | outputscale: 0.811 | noise: 0.243
Iter 190 | Loss:  785.660 | lengthscale: 17.209 | outputscale: 0.790 | noise: 0.253
Iter 200 | Loss:  721.044 | lengthscale: 19.058 | outputscale: 0.773 | noise: 0.257
Iter 210 | Loss:  669.000 | lengthscale: 20.900 | outputscale: 0.761 | noise: 0.260
Iter 220 | Loss:  626.824 | lengthscale: 22.722 | outputscale: 0.752 | noise: 0.263
Iter 230 | Loss:  592.321 | lengthscale: 24.519 | outputscale: 0.745 | noise: 0.265
Iter 240 | Loss:  563.734 | lengthscale: 26.288 | outputscale: 0.740 | noise: 0.267
