Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on Friedman with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 2737.130 | lengthscale: 1.010 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 2640.292 | lengthscale: 1.116 | outputscale: 1.113 | noise: 0.223
Iter  20 | Loss: 2591.113 | lengthscale: 1.231 | outputscale: 1.211 | noise: 0.242
Iter  30 | Loss: 2571.485 | lengthscale: 1.359 | outputscale: 1.287 | noise: 0.256
Iter  40 | Loss: 2562.833 | lengthscale: 1.509 | outputscale: 1.331 | noise: 0.263
Iter  50 | Loss: 2553.466 | lengthscale: 1.695 | outputscale: 1.346 | noise: 0.262
Iter  60 | Loss: 2537.743 | lengthscale: 1.933 | outputscale: 1.339 | noise: 0.256
Iter  70 | Loss: 2511.142 | lengthscale: 2.247 | outputscale: 1.323 | noise: 0.246
Iter  80 | Loss: 2466.897 | lengthscale: 2.657 | outputscale: 1.301 | noise: 0.233
Iter  90 | Loss: 2395.615 | lengthscale: 3.190 | outputscale: 1.274 | noise: 0.218
Iter 100 | Loss: 2286.566 | lengthscale: 3.872 | outputscale: 1.237 | noise: 0.200
Iter 110 | Loss: 2131.484 | lengthscale: 4.731 | outputscale: 1.185 | noise: 0.181
Iter 120 | Loss: 1932.856 | lengthscale: 5.796 | outputscale: 1.118 | noise: 0.166
Iter 130 | Loss: 1711.034 | lengthscale: 7.076 | outputscale: 1.045 | noise: 0.162
Iter 140 | Loss: 1487.695 | lengthscale: 8.558 | outputscale: 0.975 | noise: 0.184
Iter 150 | Loss: 1283.384 | lengthscale: 10.213 | outputscale: 0.915 | noise: 0.222
Iter 160 | Loss: 1115.949 | lengthscale: 12.008 | outputscale: 0.864 | noise: 0.246
Iter 170 | Loss:  982.739 | lengthscale: 13.893 | outputscale: 0.825 | noise: 0.249
Iter 180 | Loss:  879.729 | lengthscale: 15.804 | outputscale: 0.796 | noise: 0.260
Iter 190 | Loss:  798.738 | lengthscale: 17.724 | outputscale: 0.775 | noise: 0.264
Iter 200 | Loss:  734.316 | lengthscale: 19.642 | outputscale: 0.759 | noise: 0.267
Iter 210 | Loss:  683.188 | lengthscale: 21.540 | outputscale: 0.748 | noise: 0.269
Iter 220 | Loss:  642.290 | lengthscale: 23.403 | outputscale: 0.739 | noise: 0.272
Iter 230 | Loss:  608.893 | lengthscale: 25.233 | outputscale: 0.733 | noise: 0.273
Iter 240 | Loss:  580.921 | lengthscale: 27.038 | outputscale: 0.729 | noise: 0.275
Iter 250 | Loss:  556.900 | lengthscale: 28.831 | outputscale: 0.725 | noise: 0.276
Iter 260 | Loss:  535.836 | lengthscale: 30.624 | outputscale: 0.721 | noise: 0.277
Iter 270 | Loss:  517.077 | lengthscale: 32.427 | outputscale: 0.718 | noise: 0.278
Iter 280 | Loss:  500.205 | lengthscale: 34.245 | outputscale: 0.715 | noise: 0.278
Iter 290 | Loss:  484.953 | lengthscale: 36.081 | outputscale: 0.713 | noise: 0.279
Iter 300 | Loss:  471.143 | lengthscale: 37.933 | outputscale: 0.710 | noise: 0.279
Iter 310 | Loss:  458.640 | lengthscale: 39.798 | outputscale: 0.708 | noise: 0.279
Iter 320 | Loss:  447.339 | lengthscale: 41.671 | outputscale: 0.707 | noise: 0.280
Iter 330 | Loss:  437.156 | lengthscale: 43.547 | outputscale: 0.706 | noise: 0.280
Iter 340 | Loss:  428.019 | lengthscale: 45.417 | outputscale: 0.705 | noise: 0.280
Iter 350 | Loss:  419.849 | lengthscale: 47.275 | outputscale: 0.705 | noise: 0.280
Iter 360 | Loss:  412.542 | lengthscale: 49.114 | outputscale: 0.706 | noise: 0.280
Iter 370 | Loss:  405.977 | lengthscale: 50.936 | outputscale: 0.706 | noise: 0.280
Iter 380 | Loss:  400.035 | lengthscale: 52.742 | outputscale: 0.707 | noise: 0.281
Iter 390 | Loss:  394.604 | lengthscale: 54.537 | outputscale: 0.708 | noise: 0.281
Iter 400 | Loss:  389.594 | lengthscale: 56.327 | outputscale: 0.710 | noise: 0.281
Iter 410 | Loss:  384.938 | lengthscale: 58.119 | outputscale: 0.711 | noise: 0.281
Iter 420 | Loss:  380.583 | lengthscale: 59.915 | outputscale: 0.713 | noise: 0.281
Iter 430 | Loss:  376.493 | lengthscale: 61.719 | outputscale: 0.714 | noise: 0.281
Iter 440 | Loss:  372.646 | lengthscale: 63.532 | outputscale: 0.716 | noise: 0.282
Iter 450 | Loss:  369.027 | lengthscale: 65.353 | outputscale: 0.717 | noise: 0.282
Iter 460 | Loss:  365.623 | lengthscale: 67.180 | outputscale: 0.719 | noise: 0.282
