Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on Friedman with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 2758.478 | lengthscale: 1.010 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 2657.406 | lengthscale: 1.116 | outputscale: 1.113 | noise: 0.223
Iter  20 | Loss: 2605.221 | lengthscale: 1.230 | outputscale: 1.212 | noise: 0.242
Iter  30 | Loss: 2583.839 | lengthscale: 1.357 | outputscale: 1.289 | noise: 0.257
Iter  40 | Loss: 2574.619 | lengthscale: 1.503 | outputscale: 1.335 | noise: 0.265
Iter  50 | Loss: 2565.677 | lengthscale: 1.681 | outputscale: 1.351 | noise: 0.266
Iter  60 | Loss: 2551.425 | lengthscale: 1.907 | outputscale: 1.347 | noise: 0.261
Iter  70 | Loss: 2527.860 | lengthscale: 2.203 | outputscale: 1.331 | noise: 0.253
Iter  80 | Loss: 2488.548 | lengthscale: 2.593 | outputscale: 1.310 | noise: 0.242
Iter  90 | Loss: 2422.964 | lengthscale: 3.105 | outputscale: 1.285 | noise: 0.228
Iter 100 | Loss: 2317.508 | lengthscale: 3.770 | outputscale: 1.250 | noise: 0.209
Iter 110 | Loss: 2159.816 | lengthscale: 4.618 | outputscale: 1.199 | noise: 0.187
Iter 120 | Loss: 1946.251 | lengthscale: 5.681 | outputscale: 1.130 | noise: 0.164
Iter 130 | Loss: 1692.788 | lengthscale: 6.979 | outputscale: 1.050 | noise: 0.144
Iter 140 | Loss: 1449.162 | lengthscale: 8.492 | outputscale: 0.974 | noise: 0.135
Iter 150 | Loss: 1263.295 | lengthscale: 10.099 | outputscale: 0.919 | noise: 0.153
Iter 160 | Loss: 1113.769 | lengthscale: 11.685 | outputscale: 0.885 | noise: 0.193
Iter 170 | Loss:  993.943 | lengthscale: 13.312 | outputscale: 0.857 | noise: 0.235
Iter 180 | Loss:  897.108 | lengthscale: 15.055 | outputscale: 0.828 | noise: 0.252
Iter 190 | Loss:  813.197 | lengthscale: 16.888 | outputscale: 0.802 | noise: 0.251
Iter 200 | Loss:  743.627 | lengthscale: 18.766 | outputscale: 0.782 | noise: 0.258
Iter 210 | Loss:  686.667 | lengthscale: 20.666 | outputscale: 0.765 | noise: 0.264
Iter 220 | Loss:  639.843 | lengthscale: 22.570 | outputscale: 0.753 | noise: 0.264
Iter 230 | Loss:  600.921 | lengthscale: 24.469 | outputscale: 0.744 | noise: 0.267
Iter 240 | Loss:  567.985 | lengthscale: 26.366 | outputscale: 0.736 | noise: 0.269
Iter 250 | Loss:  539.592 | lengthscale: 28.266 | outputscale: 0.730 | noise: 0.270
Iter 260 | Loss:  514.714 | lengthscale: 30.176 | outputscale: 0.725 | noise: 0.271
Iter 270 | Loss:  492.633 | lengthscale: 32.104 | outputscale: 0.721 | noise: 0.271
Iter 280 | Loss:  472.893 | lengthscale: 34.052 | outputscale: 0.717 | noise: 0.272
Iter 290 | Loss:  455.212 | lengthscale: 36.019 | outputscale: 0.714 | noise: 0.272
Iter 300 | Loss:  439.409 | lengthscale: 37.999 | outputscale: 0.711 | noise: 0.272
Iter 310 | Loss:  425.319 | lengthscale: 39.985 | outputscale: 0.709 | noise: 0.273
Iter 320 | Loss:  412.763 | lengthscale: 41.970 | outputscale: 0.707 | noise: 0.273
Iter 330 | Loss:  401.561 | lengthscale: 43.950 | outputscale: 0.706 | noise: 0.273
Iter 340 | Loss:  391.558 | lengthscale: 45.922 | outputscale: 0.706 | noise: 0.273
Iter 350 | Loss:  382.639 | lengthscale: 47.879 | outputscale: 0.706 | noise: 0.273
Iter 360 | Loss:  374.702 | lengthscale: 49.818 | outputscale: 0.707 | noise: 0.273
Iter 370 | Loss:  367.644 | lengthscale: 51.731 | outputscale: 0.708 | noise: 0.273
Iter 380 | Loss:  361.358 | lengthscale: 53.616 | outputscale: 0.709 | noise: 0.273
Iter 390 | Loss:  355.739 | lengthscale: 55.473 | outputscale: 0.711 | noise: 0.273
Iter 400 | Loss:  350.690 | lengthscale: 57.302 | outputscale: 0.713 | noise: 0.274
Iter 410 | Loss:  346.123 | lengthscale: 59.108 | outputscale: 0.715 | noise: 0.274
Iter 420 | Loss:  341.966 | lengthscale: 60.893 | outputscale: 0.717 | noise: 0.274
Iter 430 | Loss:  338.160 | lengthscale: 62.661 | outputscale: 0.719 | noise: 0.274
Iter 440 | Loss:  334.652 | lengthscale: 64.416 | outputscale: 0.721 | noise: 0.274
Iter 450 | Loss:  331.398 | lengthscale: 66.161 | outputscale: 0.724 | noise: 0.274
Iter 460 | Loss:  328.359 | lengthscale: 67.901 | outputscale: 0.726 | noise: 0.274
Iter 470 | Loss:  325.498 | lengthscale: 69.642 | outputscale: 0.728 | noise: 0.275
Iter 480 | Loss:  322.781 | lengthscale: 71.389 | outputscale: 0.730 | noise: 0.275
Iter 490 | Loss:  320.182 | lengthscale: 73.149 | outputscale: 0.732 | noise: 0.275
Iter 500 | Loss:  317.682 | lengthscale: 74.927 | outputscale: 0.734 | noise: 0.275
