Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on Friedman with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 2722.865 | lengthscale: 1.010 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 2628.319 | lengthscale: 1.116 | outputscale: 1.113 | noise: 0.223
Iter  20 | Loss: 2580.867 | lengthscale: 1.231 | outputscale: 1.210 | noise: 0.242
Iter  30 | Loss: 2562.160 | lengthscale: 1.360 | outputscale: 1.285 | noise: 0.256
Iter  40 | Loss: 2553.498 | lengthscale: 1.512 | outputscale: 1.327 | noise: 0.262
Iter  50 | Loss: 2543.414 | lengthscale: 1.699 | outputscale: 1.338 | noise: 0.261
Iter  60 | Loss: 2526.730 | lengthscale: 1.938 | outputscale: 1.329 | noise: 0.255
Iter  70 | Loss: 2499.633 | lengthscale: 2.249 | outputscale: 1.311 | noise: 0.246
Iter  80 | Loss: 2456.449 | lengthscale: 2.653 | outputscale: 1.289 | noise: 0.234
Iter  90 | Loss: 2388.901 | lengthscale: 3.175 | outputscale: 1.263 | noise: 0.219
Iter 100 | Loss: 2287.026 | lengthscale: 3.842 | outputscale: 1.228 | noise: 0.201
Iter 110 | Loss: 2143.109 | lengthscale: 4.684 | outputscale: 1.181 | noise: 0.183
Iter 120 | Loss: 1959.023 | lengthscale: 5.728 | outputscale: 1.120 | noise: 0.169
Iter 130 | Loss: 1752.421 | lengthscale: 6.985 | outputscale: 1.052 | noise: 0.171
Iter 140 | Loss: 1544.012 | lengthscale: 8.437 | outputscale: 0.986 | noise: 0.198
Iter 150 | Loss: 1354.612 | lengthscale: 10.052 | outputscale: 0.927 | noise: 0.241
Iter 160 | Loss: 1201.057 | lengthscale: 11.798 | outputscale: 0.877 | noise: 0.268
Iter 170 | Loss: 1077.327 | lengthscale: 13.630 | outputscale: 0.837 | noise: 0.273
Iter 180 | Loss:  977.379 | lengthscale: 15.514 | outputscale: 0.806 | noise: 0.284
Iter 190 | Loss:  896.016 | lengthscale: 17.444 | outputscale: 0.782 | noise: 0.287
Iter 200 | Loss:  830.265 | lengthscale: 19.397 | outputscale: 0.764 | noise: 0.290
Iter 210 | Loss:  777.496 | lengthscale: 21.348 | outputscale: 0.751 | noise: 0.292
Iter 220 | Loss:  734.898 | lengthscale: 23.281 | outputscale: 0.741 | noise: 0.293
Iter 230 | Loss:  700.328 | lengthscale: 25.186 | outputscale: 0.734 | noise: 0.294
Iter 240 | Loss:  672.382 | lengthscale: 27.049 | outputscale: 0.730 | noise: 0.295
Iter 250 | Loss:  649.780 | lengthscale: 28.856 | outputscale: 0.727 | noise: 0.296
Iter 260 | Loss:  631.201 | lengthscale: 30.609 | outputscale: 0.725 | noise: 0.297
Iter 270 | Loss:  615.484 | lengthscale: 32.319 | outputscale: 0.724 | noise: 0.298
Iter 280 | Loss:  601.765 | lengthscale: 34.006 | outputscale: 0.723 | noise: 0.299
Iter 290 | Loss:  589.462 | lengthscale: 35.689 | outputscale: 0.722 | noise: 0.300
Iter 300 | Loss:  578.215 | lengthscale: 37.383 | outputscale: 0.721 | noise: 0.301
Iter 310 | Loss:  567.815 | lengthscale: 39.097 | outputscale: 0.720 | noise: 0.301
Iter 320 | Loss:  558.156 | lengthscale: 40.835 | outputscale: 0.720 | noise: 0.302
Iter 330 | Loss:  549.197 | lengthscale: 42.597 | outputscale: 0.719 | noise: 0.302
Iter 340 | Loss:  540.933 | lengthscale: 44.375 | outputscale: 0.719 | noise: 0.302
Iter 350 | Loss:  533.362 | lengthscale: 46.162 | outputscale: 0.719 | noise: 0.303
Iter 360 | Loss:  526.460 | lengthscale: 47.951 | outputscale: 0.719 | noise: 0.303
Iter 370 | Loss:  520.164 | lengthscale: 49.736 | outputscale: 0.720 | noise: 0.303
Iter 380 | Loss:  514.385 | lengthscale: 51.519 | outputscale: 0.721 | noise: 0.303
Iter 390 | Loss:  509.024 | lengthscale: 53.306 | outputscale: 0.722 | noise: 0.304
Iter 400 | Loss:  503.996 | lengthscale: 55.104 | outputscale: 0.723 | noise: 0.304
Iter 410 | Loss:  499.245 | lengthscale: 56.919 | outputscale: 0.724 | noise: 0.304
Iter 420 | Loss:  494.738 | lengthscale: 58.755 | outputscale: 0.726 | noise: 0.304
Iter 430 | Loss:  490.463 | lengthscale: 60.613 | outputscale: 0.727 | noise: 0.304
Iter 440 | Loss:  486.416 | lengthscale: 62.489 | outputscale: 0.729 | noise: 0.304
Iter 450 | Loss:  482.590 | lengthscale: 64.381 | outputscale: 0.730 | noise: 0.304
Iter 460 | Loss:  478.970 | lengthscale: 66.288 | outputscale: 0.732 | noise: 0.304
Iter 470 | Loss:  475.537 | lengthscale: 68.210 | outputscale: 0.734 | noise: 0.305
