Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on Friedman with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 2756.961 | lengthscale: 1.010 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 2656.084 | lengthscale: 1.116 | outputscale: 1.113 | noise: 0.223
Iter  20 | Loss: 2603.903 | lengthscale: 1.231 | outputscale: 1.212 | noise: 0.242
Iter  30 | Loss: 2582.262 | lengthscale: 1.360 | outputscale: 1.289 | noise: 0.257
Iter  40 | Loss: 2572.357 | lengthscale: 1.511 | outputscale: 1.335 | noise: 0.264
Iter  50 | Loss: 2562.039 | lengthscale: 1.697 | outputscale: 1.351 | noise: 0.264
Iter  60 | Loss: 2545.409 | lengthscale: 1.933 | outputscale: 1.345 | noise: 0.259
Iter  70 | Loss: 2518.350 | lengthscale: 2.240 | outputscale: 1.328 | noise: 0.249
Iter  80 | Loss: 2474.949 | lengthscale: 2.640 | outputscale: 1.306 | noise: 0.236
Iter  90 | Loss: 2406.019 | lengthscale: 3.158 | outputscale: 1.279 | noise: 0.220
Iter 100 | Loss: 2299.616 | lengthscale: 3.823 | outputscale: 1.243 | noise: 0.200
Iter 110 | Loss: 2144.969 | lengthscale: 4.669 | outputscale: 1.194 | noise: 0.177
Iter 120 | Loss: 1940.498 | lengthscale: 5.724 | outputscale: 1.129 | noise: 0.155
Iter 130 | Loss: 1705.624 | lengthscale: 7.004 | outputscale: 1.054 | noise: 0.140
Iter 140 | Loss: 1476.447 | lengthscale: 8.489 | outputscale: 0.981 | noise: 0.146
Iter 150 | Loss: 1265.251 | lengthscale: 10.119 | outputscale: 0.921 | noise: 0.178
Iter 160 | Loss: 1085.360 | lengthscale: 11.865 | outputscale: 0.870 | noise: 0.220
Iter 170 | Loss:  944.228 | lengthscale: 13.736 | outputscale: 0.828 | noise: 0.243
Iter 180 | Loss:  831.296 | lengthscale: 15.685 | outputscale: 0.796 | noise: 0.240
Iter 190 | Loss:  745.330 | lengthscale: 17.639 | outputscale: 0.773 | noise: 0.246
Iter 200 | Loss:  678.446 | lengthscale: 19.572 | outputscale: 0.758 | noise: 0.253
Iter 210 | Loss:  625.214 | lengthscale: 21.485 | outputscale: 0.748 | noise: 0.254
Iter 220 | Loss:  582.311 | lengthscale: 23.369 | outputscale: 0.741 | noise: 0.256
Iter 230 | Loss:  547.207 | lengthscale: 25.224 | outputscale: 0.736 | noise: 0.258
Iter 240 | Loss:  517.868 | lengthscale: 27.056 | outputscale: 0.732 | noise: 0.260
Iter 250 | Loss:  492.778 | lengthscale: 28.873 | outputscale: 0.730 | noise: 0.261
Iter 260 | Loss:  470.935 | lengthscale: 30.687 | outputscale: 0.728 | noise: 0.262
Iter 270 | Loss:  451.729 | lengthscale: 32.502 | outputscale: 0.726 | noise: 0.263
Iter 280 | Loss:  434.754 | lengthscale: 34.318 | outputscale: 0.724 | noise: 0.264
Iter 290 | Loss:  419.689 | lengthscale: 36.134 | outputscale: 0.723 | noise: 0.264
Iter 300 | Loss:  406.263 | lengthscale: 37.950 | outputscale: 0.722 | noise: 0.265
Iter 310 | Loss:  394.237 | lengthscale: 39.765 | outputscale: 0.721 | noise: 0.265
Iter 320 | Loss:  383.408 | lengthscale: 41.579 | outputscale: 0.721 | noise: 0.266
Iter 330 | Loss:  373.611 | lengthscale: 43.394 | outputscale: 0.721 | noise: 0.266
Iter 340 | Loss:  364.728 | lengthscale: 45.209 | outputscale: 0.721 | noise: 0.266
Iter 350 | Loss:  356.666 | lengthscale: 47.021 | outputscale: 0.722 | noise: 0.266
Iter 360 | Loss:  349.346 | lengthscale: 48.829 | outputscale: 0.723 | noise: 0.267
Iter 370 | Loss:  342.683 | lengthscale: 50.630 | outputscale: 0.724 | noise: 0.267
Iter 380 | Loss:  336.599 | lengthscale: 52.424 | outputscale: 0.726 | noise: 0.267
Iter 390 | Loss:  331.020 | lengthscale: 54.212 | outputscale: 0.728 | noise: 0.267
Iter 400 | Loss:  325.881 | lengthscale: 55.995 | outputscale: 0.730 | noise: 0.267
Iter 410 | Loss:  321.127 | lengthscale: 57.776 | outputscale: 0.733 | noise: 0.268
Iter 420 | Loss:  316.708 | lengthscale: 59.556 | outputscale: 0.735 | noise: 0.268
Iter 430 | Loss:  312.587 | lengthscale: 61.337 | outputscale: 0.738 | noise: 0.268
Iter 440 | Loss:  308.735 | lengthscale: 63.119 | outputscale: 0.741 | noise: 0.268
Iter 450 | Loss:  305.130 | lengthscale: 64.903 | outputscale: 0.744 | noise: 0.268
Iter 460 | Loss:  301.755 | lengthscale: 66.688 | outputscale: 0.747 | noise: 0.268
Iter 470 | Loss:  298.589 | lengthscale: 68.473 | outputscale: 0.751 | noise: 0.268
Iter 480 | Loss:  295.613 | lengthscale: 70.259 | outputscale: 0.754 | noise: 0.268
Iter 490 | Loss:  292.807 | lengthscale: 72.047 | outputscale: 0.757 | noise: 0.269
Iter 500 | Loss:  290.151 | lengthscale: 73.839 | outputscale: 0.761 | noise: 0.269
Iter 510 | Loss:  287.629 | lengthscale: 75.637 | outputscale: 0.764 | noise: 0.269
Iter 520 | Loss:  285.230 | lengthscale: 77.442 | outputscale: 0.768 | noise: 0.269
Iter 530 | Loss:  282.948 | lengthscale: 79.255 | outputscale: 0.771 | noise: 0.269
Iter 540 | Loss:  280.779 | lengthscale: 81.073 | outputscale: 0.775 | noise: 0.269
Iter 550 | Loss:  278.721 | lengthscale: 82.894 | outputscale: 0.779 | noise: 0.269
Iter 560 | Loss:  276.776 | lengthscale: 84.714 | outputscale: 0.782 | noise: 0.269
Iter 570 | Loss:  274.946 | lengthscale: 86.529 | outputscale: 0.786 | noise: 0.269
Iter 580 | Loss:  273.235 | lengthscale: 88.331 | outputscale: 0.790 | noise: 0.269
Iter 590 | Loss:  271.641 | lengthscale: 90.115 | outputscale: 0.794 | noise: 0.269
Iter 600 | Loss:  270.164 | lengthscale: 91.875 | outputscale: 0.798 | noise: 0.270
Iter 610 | Loss:  268.807 | lengthscale: 93.605 | outputscale: 0.802 | noise: 0.270
Iter 620 | Loss:  267.560 | lengthscale: 95.299 | outputscale: 0.806 | noise: 0.270
Iter 630 | Loss:  266.423 | lengthscale: 96.953 | outputscale: 0.811 | noise: 0.270
Iter 640 | Loss:  265.384 | lengthscale: 98.565 | outputscale: 0.815 | noise: 0.270
Iter 650 | Loss:  264.436 | lengthscale: 100.133 | outputscale: 0.820 | noise: 0.270
Iter 660 | Loss:  263.572 | lengthscale: 101.659 | outputscale: 0.825 | noise: 0.270
Iter 670 | Loss:  262.780 | lengthscale: 103.143 | outputscale: 0.829 | noise: 0.270
Iter 680 | Loss:  262.051 | lengthscale: 104.589 | outputscale: 0.834 | noise: 0.270
Iter 690 | Loss:  261.379 | lengthscale: 106.000 | outputscale: 0.839 | noise: 0.270
Iter 700 | Loss:  260.753 | lengthscale: 107.381 | outputscale: 0.844 | noise: 0.270
Iter 710 | Loss:  260.167 | lengthscale: 108.735 | outputscale: 0.849 | noise: 0.270
Iter 720 | Loss:  259.618 | lengthscale: 110.067 | outputscale: 0.854 | noise: 0.270
Iter 730 | Loss:  259.099 | lengthscale: 111.382 | outputscale: 0.859 | noise: 0.270
Iter 740 | Loss:  258.606 | lengthscale: 112.682 | outputscale: 0.864 | noise: 0.271
Iter 750 | Loss:  258.132 | lengthscale: 113.972 | outputscale: 0.869 | noise: 0.271
Iter 760 | Loss:  257.679 | lengthscale: 115.255 | outputscale: 0.874 | noise: 0.271
