Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on Friedman with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 2749.961 | lengthscale: 1.010 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 2650.658 | lengthscale: 1.116 | outputscale: 1.113 | noise: 0.223
Iter  20 | Loss: 2599.785 | lengthscale: 1.230 | outputscale: 1.211 | noise: 0.242
Iter  30 | Loss: 2579.270 | lengthscale: 1.357 | outputscale: 1.288 | noise: 0.256
Iter  40 | Loss: 2570.504 | lengthscale: 1.504 | outputscale: 1.334 | noise: 0.264
Iter  50 | Loss: 2561.657 | lengthscale: 1.683 | outputscale: 1.349 | noise: 0.264
Iter  60 | Loss: 2546.970 | lengthscale: 1.914 | outputscale: 1.344 | noise: 0.259
Iter  70 | Loss: 2521.873 | lengthscale: 2.218 | outputscale: 1.328 | noise: 0.249
Iter  80 | Loss: 2479.435 | lengthscale: 2.620 | outputscale: 1.306 | noise: 0.237
Iter  90 | Loss: 2409.782 | lengthscale: 3.144 | outputscale: 1.280 | noise: 0.220
Iter 100 | Loss: 2301.245 | lengthscale: 3.818 | outputscale: 1.243 | noise: 0.200
Iter 110 | Loss: 2143.551 | lengthscale: 4.671 | outputscale: 1.191 | noise: 0.177
Iter 120 | Loss: 1936.006 | lengthscale: 5.733 | outputscale: 1.123 | noise: 0.153
Iter 130 | Loss: 1702.753 | lengthscale: 7.014 | outputscale: 1.049 | noise: 0.134
Iter 140 | Loss: 1502.385 | lengthscale: 8.463 | outputscale: 0.983 | noise: 0.130
Iter 150 | Loss: 1343.327 | lengthscale: 9.940 | outputscale: 0.939 | noise: 0.155
Iter 160 | Loss: 1182.644 | lengthscale: 11.446 | outputscale: 0.905 | noise: 0.199
Iter 170 | Loss: 1039.746 | lengthscale: 13.120 | outputscale: 0.868 | noise: 0.245
Iter 180 | Loss:  925.804 | lengthscale: 14.999 | outputscale: 0.829 | noise: 0.267
Iter 190 | Loss:  830.006 | lengthscale: 16.994 | outputscale: 0.797 | noise: 0.263
Iter 200 | Loss:  756.358 | lengthscale: 19.008 | outputscale: 0.773 | noise: 0.262
Iter 210 | Loss:  698.803 | lengthscale: 20.996 | outputscale: 0.757 | noise: 0.269
Iter 220 | Loss:  653.311 | lengthscale: 22.954 | outputscale: 0.745 | noise: 0.273
Iter 230 | Loss:  615.962 | lengthscale: 24.890 | outputscale: 0.737 | noise: 0.273
Iter 240 | Loss:  584.398 | lengthscale: 26.816 | outputscale: 0.730 | noise: 0.275
Iter 250 | Loss:  557.047 | lengthscale: 28.746 | outputscale: 0.725 | noise: 0.276
Iter 260 | Loss:  533.016 | lengthscale: 30.692 | outputscale: 0.720 | noise: 0.277
Iter 270 | Loss:  511.875 | lengthscale: 32.650 | outputscale: 0.716 | noise: 0.277
Iter 280 | Loss:  493.394 | lengthscale: 34.612 | outputscale: 0.713 | noise: 0.278
Iter 290 | Loss:  477.366 | lengthscale: 36.563 | outputscale: 0.711 | noise: 0.278
