Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on CrazySin with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 17610.826 | lengthscale: 0.990 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 14222.646 | lengthscale: 0.894 | outputscale: 1.117 | noise: 0.223
Iter  20 | Loss: 11438.240 | lengthscale: 0.803 | outputscale: 1.243 | noise: 0.245
Iter  30 | Loss: 8939.577 | lengthscale: 0.712 | outputscale: 1.396 | noise: 0.267
Iter  40 | Loss: 5777.768 | lengthscale: 0.620 | outputscale: 1.596 | noise: 0.287
Iter  50 | Loss: 3665.417 | lengthscale: 0.542 | outputscale: 1.820 | noise: 0.302
Iter  60 | Loss: 2789.943 | lengthscale: 0.491 | outputscale: 2.009 | noise: 0.313
Iter  70 | Loss: 1747.322 | lengthscale: 0.446 | outputscale: 2.191 | noise: 0.322
Iter  80 | Loss:  487.630 | lengthscale: 0.399 | outputscale: 2.417 | noise: 0.326
Iter  90 | Loss:   54.153 | lengthscale: 0.367 | outputscale: 2.618 | noise: 0.326
Iter 100 | Loss:  -47.275 | lengthscale: 0.350 | outputscale: 2.748 | noise: 0.324
Iter 110 | Loss:  -86.484 | lengthscale: 0.341 | outputscale: 2.827 | noise: 0.322
Iter 120 | Loss: -110.788 | lengthscale: 0.335 | outputscale: 2.879 | noise: 0.319
Iter 130 | Loss: -130.490 | lengthscale: 0.332 | outputscale: 2.917 | noise: 0.315
Iter 140 | Loss: -148.554 | lengthscale: 0.329 | outputscale: 2.947 | noise: 0.312
Iter 150 | Loss: -165.998 | lengthscale: 0.327 | outputscale: 2.973 | noise: 0.309
Iter 160 | Loss: -183.223 | lengthscale: 0.325 | outputscale: 2.997 | noise: 0.305
Iter 170 | Loss: -200.419 | lengthscale: 0.323 | outputscale: 3.020 | noise: 0.302
Iter 180 | Loss: -217.678 | lengthscale: 0.321 | outputscale: 3.040 | noise: 0.298
Iter 190 | Loss: -235.045 | lengthscale: 0.320 | outputscale: 3.060 | noise: 0.295
Iter 200 | Loss: -252.557 | lengthscale: 0.318 | outputscale: 3.078 | noise: 0.291
Iter 210 | Loss: -270.216 | lengthscale: 0.317 | outputscale: 3.096 | noise: 0.287
Iter 220 | Loss: -288.043 | lengthscale: 0.316 | outputscale: 3.112 | noise: 0.284
Iter 230 | Loss: -306.042 | lengthscale: 0.314 | outputscale: 3.128 | noise: 0.280
Iter 240 | Loss: -324.212 | lengthscale: 0.313 | outputscale: 3.143 | noise: 0.276
Iter 250 | Loss: -342.540 | lengthscale: 0.312 | outputscale: 3.157 | noise: 0.272
Iter 260 | Loss: -361.037 | lengthscale: 0.311 | outputscale: 3.170 | noise: 0.269
Iter 270 | Loss: -379.685 | lengthscale: 0.310 | outputscale: 3.183 | noise: 0.265
Iter 280 | Loss: -398.477 | lengthscale: 0.309 | outputscale: 3.195 | noise: 0.261
Iter 290 | Loss: -417.389 | lengthscale: 0.308 | outputscale: 3.206 | noise: 0.257
Iter 300 | Loss: -436.438 | lengthscale: 0.307 | outputscale: 3.217 | noise: 0.253
Iter 310 | Loss: -455.582 | lengthscale: 0.307 | outputscale: 3.228 | noise: 0.249
Iter 320 | Loss: -474.813 | lengthscale: 0.306 | outputscale: 3.237 | noise: 0.246
Iter 330 | Loss: -494.123 | lengthscale: 0.305 | outputscale: 3.247 | noise: 0.242
Iter 340 | Loss: -513.487 | lengthscale: 0.304 | outputscale: 3.255 | noise: 0.238
Iter 350 | Loss: -532.894 | lengthscale: 0.304 | outputscale: 3.263 | noise: 0.234
Iter 360 | Loss: -552.336 | lengthscale: 0.303 | outputscale: 3.271 | noise: 0.230
Iter 370 | Loss: -571.769 | lengthscale: 0.302 | outputscale: 3.279 | noise: 0.227
Iter 380 | Loss: -591.190 | lengthscale: 0.302 | outputscale: 3.286 | noise: 0.223
Iter 390 | Loss: -610.573 | lengthscale: 0.301 | outputscale: 3.292 | noise: 0.219
Iter 400 | Loss: -629.910 | lengthscale: 0.301 | outputscale: 3.298 | noise: 0.216
Iter 410 | Loss: -649.174 | lengthscale: 0.300 | outputscale: 3.304 | noise: 0.212
Iter 420 | Loss: -668.342 | lengthscale: 0.300 | outputscale: 3.309 | noise: 0.209
Iter 430 | Loss: -687.383 | lengthscale: 0.299 | outputscale: 3.314 | noise: 0.205
Iter 440 | Loss: -706.297 | lengthscale: 0.299 | outputscale: 3.319 | noise: 0.202
Iter 450 | Loss: -725.040 | lengthscale: 0.298 | outputscale: 3.323 | noise: 0.198
Iter 460 | Loss: -743.609 | lengthscale: 0.298 | outputscale: 3.327 | noise: 0.195
Iter 470 | Loss: -761.977 | lengthscale: 0.297 | outputscale: 3.331 | noise: 0.192
Iter 480 | Loss: -780.106 | lengthscale: 0.297 | outputscale: 3.334 | noise: 0.188
Iter 490 | Loss: -798.004 | lengthscale: 0.297 | outputscale: 3.337 | noise: 0.185
Iter 500 | Loss: -815.609 | lengthscale: 0.296 | outputscale: 3.340 | noise: 0.182
Iter 510 | Loss: -832.927 | lengthscale: 0.296 | outputscale: 3.343 | noise: 0.179
Iter 520 | Loss: -849.938 | lengthscale: 0.296 | outputscale: 3.345 | noise: 0.176
Iter 530 | Loss: -866.621 | lengthscale: 0.295 | outputscale: 3.347 | noise: 0.173
Iter 540 | Loss: -882.927 | lengthscale: 0.295 | outputscale: 3.349 | noise: 0.170
Iter 550 | Loss: -898.888 | lengthscale: 0.295 | outputscale: 3.350 | noise: 0.167
Iter 560 | Loss: -914.420 | lengthscale: 0.294 | outputscale: 3.352 | noise: 0.165
Iter 570 | Loss: -929.547 | lengthscale: 0.294 | outputscale: 3.353 | noise: 0.162
Iter 580 | Loss: -944.260 | lengthscale: 0.294 | outputscale: 3.354 | noise: 0.159
Iter 590 | Loss: -958.510 | lengthscale: 0.294 | outputscale: 3.355 | noise: 0.157
Iter 600 | Loss: -972.303 | lengthscale: 0.293 | outputscale: 3.355 | noise: 0.154
Iter 610 | Loss: -985.659 | lengthscale: 0.293 | outputscale: 3.355 | noise: 0.152
Iter 620 | Loss: -998.512 | lengthscale: 0.293 | outputscale: 3.356 | noise: 0.150
Iter 630 | Loss: -1010.860 | lengthscale: 0.293 | outputscale: 3.355 | noise: 0.147
Iter 640 | Loss: -1022.733 | lengthscale: 0.293 | outputscale: 3.355 | noise: 0.145
Iter 650 | Loss: -1034.037 | lengthscale: 0.292 | outputscale: 3.355 | noise: 0.143
Iter 660 | Loss: -1044.879 | lengthscale: 0.292 | outputscale: 3.354 | noise: 0.141
Iter 670 | Loss: -1055.210 | lengthscale: 0.292 | outputscale: 3.354 | noise: 0.139
Iter 680 | Loss: -1065.048 | lengthscale: 0.292 | outputscale: 3.353 | noise: 0.137
Iter 690 | Loss: -1074.291 | lengthscale: 0.292 | outputscale: 3.352 | noise: 0.135
Iter 700 | Loss: -1083.073 | lengthscale: 0.292 | outputscale: 3.351 | noise: 0.133
Iter 710 | Loss: -1091.406 | lengthscale: 0.292 | outputscale: 3.350 | noise: 0.131
Iter 720 | Loss: -1099.181 | lengthscale: 0.291 | outputscale: 3.349 | noise: 0.130
Iter 730 | Loss: -1106.488 | lengthscale: 0.291 | outputscale: 3.347 | noise: 0.128
Iter 740 | Loss: -1113.302 | lengthscale: 0.291 | outputscale: 3.346 | noise: 0.127
Iter 750 | Loss: -1119.666 | lengthscale: 0.291 | outputscale: 3.345 | noise: 0.125
Iter 760 | Loss: -1125.553 | lengthscale: 0.291 | outputscale: 3.343 | noise: 0.124
Iter 770 | Loss: -1131.090 | lengthscale: 0.291 | outputscale: 3.341 | noise: 0.122
Iter 780 | Loss: -1136.127 | lengthscale: 0.291 | outputscale: 3.340 | noise: 0.121
Iter 790 | Loss: -1140.817 | lengthscale: 0.291 | outputscale: 3.338 | noise: 0.120
Iter 800 | Loss: -1145.105 | lengthscale: 0.291 | outputscale: 3.336 | noise: 0.118
Iter 810 | Loss: -1149.053 | lengthscale: 0.291 | outputscale: 3.334 | noise: 0.117
Iter 820 | Loss: -1152.697 | lengthscale: 0.290 | outputscale: 3.332 | noise: 0.116
Iter 830 | Loss: -1155.932 | lengthscale: 0.290 | outputscale: 3.330 | noise: 0.115
Iter 840 | Loss: -1158.924 | lengthscale: 0.290 | outputscale: 3.327 | noise: 0.114
Iter 850 | Loss: -1161.582 | lengthscale: 0.290 | outputscale: 3.325 | noise: 0.113
Iter 860 | Loss: -1163.974 | lengthscale: 0.290 | outputscale: 3.323 | noise: 0.113
Iter 870 | Loss: -1166.129 | lengthscale: 0.290 | outputscale: 3.321 | noise: 0.112
Iter 880 | Loss: -1168.118 | lengthscale: 0.290 | outputscale: 3.318 | noise: 0.111
Iter 890 | Loss: -1169.856 | lengthscale: 0.290 | outputscale: 3.316 | noise: 0.110
Iter 900 | Loss: -1171.464 | lengthscale: 0.290 | outputscale: 3.313 | noise: 0.109
Iter 910 | Loss: -1172.812 | lengthscale: 0.290 | outputscale: 3.311 | noise: 0.109
Iter 920 | Loss: -1174.077 | lengthscale: 0.290 | outputscale: 3.308 | noise: 0.108
Iter 930 | Loss: -1175.136 | lengthscale: 0.290 | outputscale: 3.306 | noise: 0.108
