Starting imports...
Importing argparse...
Importing torch...
Importing os...
Importing sngp.train and sngp.model...
Importing gaussian_process...
Importing dataset...
Importing json...
ALL IMPORTS COMPLETE!
Parsing arguments...
Arguments parsed! Running GP on CrazySin with N=1500
Checking CUDA availability...
Using CPU
Making Datasets...
Making Model...
Training Gaussian Process...
Iter   0 | Loss: 17027.854 | lengthscale: 0.990 | outputscale: 1.010 | noise: 0.202
Iter  10 | Loss: 13764.642 | lengthscale: 0.894 | outputscale: 1.117 | noise: 0.223
Iter  20 | Loss: 11086.830 | lengthscale: 0.802 | outputscale: 1.243 | noise: 0.245
Iter  30 | Loss: 8708.008 | lengthscale: 0.712 | outputscale: 1.397 | noise: 0.267
Iter  40 | Loss: 5760.831 | lengthscale: 0.619 | outputscale: 1.597 | noise: 0.287
Iter  50 | Loss: 3777.674 | lengthscale: 0.542 | outputscale: 1.823 | noise: 0.303
Iter  60 | Loss: 2869.415 | lengthscale: 0.489 | outputscale: 2.017 | noise: 0.315
Iter  70 | Loss: 1638.242 | lengthscale: 0.440 | outputscale: 2.218 | noise: 0.323
Iter  80 | Loss:  354.570 | lengthscale: 0.391 | outputscale: 2.465 | noise: 0.327
Iter  90 | Loss:   19.051 | lengthscale: 0.361 | outputscale: 2.666 | noise: 0.327
Iter 100 | Loss:  -58.028 | lengthscale: 0.345 | outputscale: 2.790 | noise: 0.325
Iter 110 | Loss:  -90.623 | lengthscale: 0.337 | outputscale: 2.864 | noise: 0.322
Iter 120 | Loss: -112.579 | lengthscale: 0.332 | outputscale: 2.912 | noise: 0.319
Iter 130 | Loss: -131.292 | lengthscale: 0.329 | outputscale: 2.947 | noise: 0.316
Iter 140 | Loss: -148.913 | lengthscale: 0.327 | outputscale: 2.976 | noise: 0.313
Iter 150 | Loss: -166.176 | lengthscale: 0.325 | outputscale: 3.002 | noise: 0.309
Iter 160 | Loss: -183.378 | lengthscale: 0.323 | outputscale: 3.025 | noise: 0.306
Iter 170 | Loss: -200.642 | lengthscale: 0.321 | outputscale: 3.046 | noise: 0.302
Iter 180 | Loss: -218.031 | lengthscale: 0.319 | outputscale: 3.066 | noise: 0.299
Iter 190 | Loss: -235.586 | lengthscale: 0.318 | outputscale: 3.085 | noise: 0.295
Iter 200 | Loss: -253.317 | lengthscale: 0.317 | outputscale: 3.103 | noise: 0.291
Iter 210 | Loss: -271.234 | lengthscale: 0.315 | outputscale: 3.120 | noise: 0.287
Iter 220 | Loss: -289.344 | lengthscale: 0.314 | outputscale: 3.136 | noise: 0.284
Iter 230 | Loss: -307.643 | lengthscale: 0.313 | outputscale: 3.151 | noise: 0.280
Iter 240 | Loss: -326.126 | lengthscale: 0.312 | outputscale: 3.166 | noise: 0.276
Iter 250 | Loss: -344.782 | lengthscale: 0.311 | outputscale: 3.180 | noise: 0.272
Iter 260 | Loss: -363.615 | lengthscale: 0.310 | outputscale: 3.193 | noise: 0.268
Iter 270 | Loss: -382.608 | lengthscale: 0.309 | outputscale: 3.205 | noise: 0.264
Iter 280 | Loss: -401.744 | lengthscale: 0.308 | outputscale: 3.217 | noise: 0.260
Iter 290 | Loss: -421.010 | lengthscale: 0.307 | outputscale: 3.228 | noise: 0.256
Iter 300 | Loss: -440.400 | lengthscale: 0.306 | outputscale: 3.238 | noise: 0.252
Iter 310 | Loss: -459.890 | lengthscale: 0.305 | outputscale: 3.248 | noise: 0.248
Iter 320 | Loss: -479.470 | lengthscale: 0.305 | outputscale: 3.257 | noise: 0.245
Iter 330 | Loss: -499.128 | lengthscale: 0.304 | outputscale: 3.266 | noise: 0.241
Iter 340 | Loss: -518.822 | lengthscale: 0.303 | outputscale: 3.274 | noise: 0.237
Iter 350 | Loss: -538.564 | lengthscale: 0.303 | outputscale: 3.282 | noise: 0.233
Iter 360 | Loss: -558.311 | lengthscale: 0.302 | outputscale: 3.290 | noise: 0.229
Iter 370 | Loss: -578.058 | lengthscale: 0.301 | outputscale: 3.296 | noise: 0.225
Iter 380 | Loss: -597.774 | lengthscale: 0.301 | outputscale: 3.303 | noise: 0.222
Iter 390 | Loss: -617.448 | lengthscale: 0.300 | outputscale: 3.309 | noise: 0.218
Iter 400 | Loss: -637.058 | lengthscale: 0.300 | outputscale: 3.315 | noise: 0.214
Iter 410 | Loss: -656.568 | lengthscale: 0.299 | outputscale: 3.320 | noise: 0.211
Iter 420 | Loss: -675.964 | lengthscale: 0.299 | outputscale: 3.325 | noise: 0.207
Iter 430 | Loss: -695.228 | lengthscale: 0.298 | outputscale: 3.329 | noise: 0.204
Iter 440 | Loss: -714.333 | lengthscale: 0.298 | outputscale: 3.334 | noise: 0.200
Iter 450 | Loss: -733.260 | lengthscale: 0.297 | outputscale: 3.337 | noise: 0.197
Iter 460 | Loss: -751.979 | lengthscale: 0.297 | outputscale: 3.341 | noise: 0.193
Iter 470 | Loss: -770.470 | lengthscale: 0.297 | outputscale: 3.344 | noise: 0.190
Iter 480 | Loss: -788.715 | lengthscale: 0.296 | outputscale: 3.347 | noise: 0.187
Iter 490 | Loss: -806.680 | lengthscale: 0.296 | outputscale: 3.350 | noise: 0.184
Iter 500 | Loss: -824.331 | lengthscale: 0.296 | outputscale: 3.352 | noise: 0.180
Iter 510 | Loss: -841.699 | lengthscale: 0.295 | outputscale: 3.354 | noise: 0.177
Iter 520 | Loss: -858.697 | lengthscale: 0.295 | outputscale: 3.356 | noise: 0.174
Iter 530 | Loss: -875.344 | lengthscale: 0.295 | outputscale: 3.358 | noise: 0.171
Iter 540 | Loss: -891.599 | lengthscale: 0.294 | outputscale: 3.359 | noise: 0.168
Iter 550 | Loss: -907.433 | lengthscale: 0.294 | outputscale: 3.360 | noise: 0.166
Iter 560 | Loss: -922.870 | lengthscale: 0.294 | outputscale: 3.361 | noise: 0.163
Iter 570 | Loss: -937.871 | lengthscale: 0.294 | outputscale: 3.362 | noise: 0.160
Iter 580 | Loss: -952.389 | lengthscale: 0.293 | outputscale: 3.362 | noise: 0.158
Iter 590 | Loss: -966.439 | lengthscale: 0.293 | outputscale: 3.362 | noise: 0.155
Iter 600 | Loss: -980.030 | lengthscale: 0.293 | outputscale: 3.363 | noise: 0.153
Iter 610 | Loss: -993.106 | lengthscale: 0.293 | outputscale: 3.363 | noise: 0.150
Iter 620 | Loss: -1005.668 | lengthscale: 0.293 | outputscale: 3.362 | noise: 0.148
Iter 630 | Loss: -1017.731 | lengthscale: 0.292 | outputscale: 3.362 | noise: 0.146
Iter 640 | Loss: -1029.264 | lengthscale: 0.292 | outputscale: 3.361 | noise: 0.143
Iter 650 | Loss: -1040.250 | lengthscale: 0.292 | outputscale: 3.361 | noise: 0.141
Iter 660 | Loss: -1050.722 | lengthscale: 0.292 | outputscale: 3.360 | noise: 0.139
Iter 670 | Loss: -1060.689 | lengthscale: 0.292 | outputscale: 3.359 | noise: 0.137
Iter 680 | Loss: -1070.087 | lengthscale: 0.291 | outputscale: 3.358 | noise: 0.135
Iter 690 | Loss: -1078.982 | lengthscale: 0.291 | outputscale: 3.357 | noise: 0.133
Iter 700 | Loss: -1087.330 | lengthscale: 0.291 | outputscale: 3.355 | noise: 0.132
Iter 710 | Loss: -1095.182 | lengthscale: 0.291 | outputscale: 3.354 | noise: 0.130
Iter 720 | Loss: -1102.595 | lengthscale: 0.291 | outputscale: 3.353 | noise: 0.128
Iter 730 | Loss: -1109.462 | lengthscale: 0.291 | outputscale: 3.351 | noise: 0.127
Iter 740 | Loss: -1115.856 | lengthscale: 0.291 | outputscale: 3.349 | noise: 0.125
Iter 750 | Loss: -1121.802 | lengthscale: 0.291 | outputscale: 3.348 | noise: 0.124
Iter 760 | Loss: -1127.281 | lengthscale: 0.291 | outputscale: 3.346 | noise: 0.122
Iter 770 | Loss: -1132.391 | lengthscale: 0.290 | outputscale: 3.344 | noise: 0.121
Iter 780 | Loss: -1137.026 | lengthscale: 0.290 | outputscale: 3.342 | noise: 0.120
Iter 790 | Loss: -1141.320 | lengthscale: 0.290 | outputscale: 3.340 | noise: 0.119
Iter 800 | Loss: -1145.205 | lengthscale: 0.290 | outputscale: 3.338 | noise: 0.117
Iter 810 | Loss: -1148.810 | lengthscale: 0.290 | outputscale: 3.336 | noise: 0.116
Iter 820 | Loss: -1152.068 | lengthscale: 0.290 | outputscale: 3.333 | noise: 0.115
Iter 830 | Loss: -1154.965 | lengthscale: 0.290 | outputscale: 3.331 | noise: 0.114
Iter 840 | Loss: -1157.604 | lengthscale: 0.290 | outputscale: 3.329 | noise: 0.113
Iter 850 | Loss: -1160.019 | lengthscale: 0.290 | outputscale: 3.326 | noise: 0.113
Iter 860 | Loss: -1162.151 | lengthscale: 0.290 | outputscale: 3.324 | noise: 0.112
Iter 870 | Loss: -1164.069 | lengthscale: 0.290 | outputscale: 3.322 | noise: 0.111
Iter 880 | Loss: -1165.805 | lengthscale: 0.289 | outputscale: 3.319 | noise: 0.110
Iter 890 | Loss: -1167.246 | lengthscale: 0.289 | outputscale: 3.317 | noise: 0.110
Iter 900 | Loss: -1168.591 | lengthscale: 0.289 | outputscale: 3.315 | noise: 0.109
